sp,period,habitat,evolR,FAD,LAD,disO2ageMinHi,disO2ageMinLo,disO2ageMaxHi,disO2ageMaxLo,pcShallageMin,pcShallageMax,CO2ageMinHi,CO2ageMinLo,CO2ageMaxHi,CO2ageMaxLo,O2ageMinHi,O2ageMinLo,O2ageMaxHi,O2ageMaxLo,subFluxageMinHi,subFluxageMinLo,subFluxageMaxHi,subFluxageMaxLo,SLageMinHi,SLageMinLo,SLageMaxHi,SLageMaxLo,SSTageMinHi,SSTageMinLo,SSTageMaxHi,SSTageMaxLo
Coelacanthus_granulatus,Upper_Permian_(Guadaloupian),,2.2031,272.95,259.1,404.3121177,295.790556,348.2546292,272.7926043,15.15710354,15.87431662,627.9067367,289.8865051,770.7469902,178.9413058,40.7462683,32.76119493,40.82089545,32.31343348,1.491666316,1.458333486,1.591666713,1.524999781,165.5752329,137.0796444,75.75222705,63.36284694,20.48779739,14.99999767,22.19512547,20.73171004
Changxingia_aspratilis,Upper_Permian_(Changhsingian),marine ,1.2464,254.14,252.28,293.6345041,218.8911678,269.1991752,193.7371641,13.34016409,12.71857978,1191.440594,444.3032346,1248.74001,465.6709103,41.26865691,32.83582066,41.04477547,32.83582066,1.399999762,1.366666296,1.291666792,1.274999742,75.13274386,63.36284694,75.13274386,64.60176604,24.51219563,17.68292984,22.56097816,20.36585735
Changxingia_weii,Upper_Permian_(Changhsingian),marine ,1.2693,254.14,252.28,293.6345041,218.8911678,269.1991752,193.7371641,13.34016409,12.71857978,1191.440594,444.3032346,1248.74001,465.6709103,41.26865691,32.83582066,41.04477547,32.83582066,1.399999762,1.366666296,1.291666792,1.274999742,75.13274386,63.36284694,75.13274386,64.60176604,24.51219563,17.68292984,22.56097816,20.36585735
Youngichthys_xinghuainsis,Upper_Permian_(Changhsingian),marine ,1.8298,254.14,252.28,293.6345041,218.8911678,269.1991752,193.7371641,13.34016409,12.71857978,1191.440594,444.3032346,1248.74001,465.6709103,41.26865691,32.83582066,41.04477547,32.83582066,1.399999762,1.366666296,1.291666792,1.274999742,75.13274386,63.36284694,75.13274386,64.60176604,24.51219563,17.68292984,22.56097816,20.36585735
Piveteauia_madagascariensis,Lower_Triassic_(Induan),near-shore marine,1.1638,251.902,251.2,269.1991752,193.7371641,260.9683883,189.0316249,12.62295101,12.61570878,1248.74001,465.6709103,1221.686115,429.7530226,41.04477547,32.83582066,40.90255626,32.42012776,1.291666792,1.274999742,1.279116786,1.263052162,75.75222705,63.98230649,75.39131412,63.8260646,30,21.21951208,32.82420611,28.32852722
Whiteia_uyenoteruya,Lower_Triassic_(Induan),near-shore marine,1.3628,251.902,251.2,269.1991752,193.7371641,260.9683883,189.0316249,12.62295101,12.61570878,1248.74001,465.6709103,1221.686115,429.7530226,41.04477547,32.83582066,40.90255626,32.42012776,1.291666792,1.274999742,1.279116786,1.263052162,75.75222705,63.98230649,75.39131412,63.8260646,30,21.21951208,32.82420611,28.32852722
Whiteia_woodwardi,Lower_Triassic_(Induan),near-shore marine,1.4048,251.902,251.2,269.1991752,193.7371641,260.9683883,189.0316249,12.62295101,12.61570878,1248.74001,465.6709103,1221.686115,429.7530226,41.04477547,32.83582066,40.90255626,32.42012776,1.291666792,1.274999742,1.279116786,1.263052162,75.75222705,63.98230649,75.39131412,63.8260646,30,21.21951208,32.82420611,28.32852722
Laugia_groenlandica,Lower_Triassic_(Griesbachian),delta,1.775,251.902,250.5,269.1991752,193.7371641,253.3597039,180.7312514,12.62295101,12.61570878,1248.74001,465.6709103,1207.116353,416.326216,41.04477547,32.83582066,40.75878575,31.98881761,1.291666792,1.274999742,1.255020157,1.238956146,75.75222705,63.98230649,75.99995402,63.21737826,30,21.21951208,32.82420611,28.90489608
Sassenia_groenlandica,Lower_Triassic_(Griesbachian),delta,0.8956,251.902,250.5,269.1991752,193.7371641,253.3597039,180.7312514,12.62295101,12.61570878,1248.74001,465.6709103,1207.116353,416.326216,41.04477547,32.83582066,40.75878575,31.98881761,1.291666792,1.274999742,1.255020157,1.238956146,75.75222705,63.98230649,75.99995402,63.21737826,30,21.21951208,32.82420611,28.90489608
Whiteia_nielseni,Lower_Triassic_(Griesbachian),delta,1.6735,251.902,250.5,269.1991752,193.7371641,253.3597039,180.7312514,12.62295101,12.61570878,1248.74001,465.6709103,1207.116353,416.326216,41.04477547,32.83582066,40.75878575,31.98881761,1.291666792,1.274999742,1.255020157,1.238956146,75.75222705,63.98230649,75.99995402,63.21737826,30,21.21951208,32.82420611,28.90489608
Belemnocerca_prolata,Lower_Triassic_(early_Olenekian),marine ,1.6263,251.2,249.8666667,258.4188879,187.987683,244.7638738,172.8952917,12.47950875,12.62295101,1211.966024,451.9573896,1103.293618,406.1950461,40.82089545,32.31343348,40.44776114,31.49253629,1.266666534,1.241666276,1.224999861,1.216666653,76.3716866,63.98230649,73.89382476,63.36284694,27.19511384,23.1707342,31.70731878,28.78048792
Rebellatrix_divaricerca,Lower_Triassic_(late_Induan-early_Olenekian),marine ,3.1467,251.434,249.8666667,258.4188879,189.4250601,244.7638738,172.8952917,12.62295101,12.62295101,1211.966024,450.0315951,1103.293618,406.1950461,41.04477547,32.53731349,40.44776114,31.49253629,1.283332949,1.258333327,1.224999861,1.216666653,75.75222705,63.98230649,73.89382476,63.36284694,32.92683086,29.14634061,31.70731878,28.78048792
Whitea_durabilis,Lower_Triassic_(early_Olenekian),marine ,1.8654,251.2,249.8666667,258.4188879,187.987683,244.7638738,172.8952917,12.47950875,12.62295101,1211.966024,451.9573896,1103.293618,406.1950461,40.82089545,32.31343348,40.44776114,31.49253629,1.266666534,1.241666276,1.224999861,1.216666653,76.3716866,63.98230649,73.89382476,63.36284694,27.19511384,23.1707342,31.70731878,28.78048792
Whitea_lepta,Lower_Triassic_(early_Olenekian),marine ,0.7565,251.2,249.8666667,258.4188879,187.987683,244.7638738,172.8952917,12.47950875,12.62295101,1211.966024,451.9573896,1103.293618,406.1950461,40.82089545,32.31343348,40.44776114,31.49253629,1.266666534,1.241666276,1.224999861,1.216666653,76.3716866,63.98230649,73.89382476,63.36284694,27.19511384,23.1707342,31.70731878,28.78048792
Axelia_robusta,Lower_Triassic_(Olenekian_(Smithian)),marine,2.0569,251.2,247.2,258.4188879,187.987683,230.3901574,155.6467662,12.47950875,13.38797939,1211.966024,451.9573896,922.1497895,262.7690271,40.82089545,32.31343348,39.40298536,30.14925334,1.266666534,1.241666276,1.208333446,1.199999603,76.3716866,63.98230649,67.69911107,56.54869733,27.19511384,23.1707342,26.82927045,23.90243959
Chaohuichthys_majiashanensis,Lower_Triassic_(Olenekian),marine ,0.9631,251.2,247.2,258.4188879,187.987683,230.3901574,155.6467662,12.47950875,13.38797939,1211.966024,451.9573896,922.1497895,262.7690271,40.82089545,32.31343348,39.40298536,30.14925334,1.266666534,1.241666276,1.208333446,1.199999603,76.3716866,63.98230649,67.69911107,56.54869733,27.19511384,23.1707342,26.82927045,23.90243959
Dobrogeria_aegyssensis,Lower_Triassic_(early_Spathian_late_Olenekian),,3.0102,248.5333333,247.2,240.4517424,164.9897313,230.3901574,155.6467662,12.86202203,13.38797939,1043.716208,335.1825943,922.1497895,262.7690271,39.62686537,30.67164195,39.40298536,30.14925334,1.199999603,1.183333188,1.208333446,1.199999603,71.41591565,59.64604235,67.69911107,56.54869733,29.26829461,27.19511384,26.82927045,23.90243959
